날짜,제목,링크,분류,첨부파일
2015年10月15日,タリバーン関係者等に対する資産凍結等の措置の対象者の追加及び削除について（PDF形式：297KB）,boekikanri/download/seisai/other/20151015_361_so.pdf,経済制裁,
2015年10月15日,中央アフリカ共和国における平和等を損なう行為等に関与した者等に対する資産凍結等の措置の対象者の追加について（PDF形式：214KB）,boekikanri/download/seisai/other/20151015_360_so.pdf,経済制裁,
2015年10月1日,タリバーン関係者等に対する資産凍結等の措置の対象者の削除について（PDF形式：151KB）,boekikanri/download/seisai/other/20151001_358_so.pdf,経済制裁,
2015年9月18日,タリバーン関係者等及びテロリスト等に対する資産凍結等の措置の対象者の追加及び削除について（PDF形式：227KB）,boekikanri/download/seisai/other/20150918_346_so.pdf,経済制裁,
2015年9月18日,「絶滅のおそれのある野生動植物等に係る輸出許可書の申請手続等について」の一部改正について（PDF形式：131KB）,boekikanri/download/export/2015/20150918_341_ex.pdf,輸出,
2015年9月18日,南スーダンにおける平和等を脅かす行為等に関与した者等に対する資産凍結等の措置について（PDF形式：218KB）,boekikanri/download/seisai/other/20150918_347_so.pdf,経済制裁,
2015年9月18日,「輸入割当てを受けるべき貨物の品目、輸入の承認を受けるべき貨物の原産地又は船積地域その他貨物の輸入について必要な事項の公表」の一部改正について（PDF形式：133KB）,boekikanri/download/import/2015/20150918_336_im.pdf,輸入,
2015年9月8日,＜「特定の水銀、水銀化合物及び水銀使用製品等の輸出承認について」等の制定等に対する意見募集＞, http://search.e-gov.go.jp/servlet/Public?CLASSNAME=PCMMSTDETAIL&id=595115069&Mode=0,輸出入,
2015年9月1日,"「特定有害廃棄物等の輸出承認について」の一部改正について（PDF形式：1,296KB）",boekikanri/download/export/2015/20150901_327_ex.pdf,輸出入,
2015年8月31日,「輸出貿易管理令の運用について」の一部改正について（PDF形式：69KB）,boekikanri/download/export/2015/20150831_325_ex.pdf,輸出,
2015年8月27日,タリバーン関係者等に対する資産凍結等の措置の対象者の追加について（PDF形式：179KB）,boekikanri/download/seisai/other/20150827_324_so.pdf,経済制裁,
2015年8月20日,タリバーン関係者等に対する資産凍結等の措置の対象者の削除について（PDF形式：168KB）,boekikanri/download/seisai/other/20150820_323_so.pdf,経済制裁,
2015年8月6日,「水銀に関する水俣条約に係る輸入の承認を受けるべき貨物の船積地域その他貨物の輸入について必要な事項の公表」の制定について（PDF形式：57KB）,boekikanri/download/import/2015/20150803_318_im.pdf,輸入,
2015年8月5日,◆　電子申請を既に導入されている方（こちら）,https://mm-enquete.meti.go.jp/form/fm/honsyo01/bouekikanri1,その他,
2015年7月31日,「外国為替令及び輸出貿易管理令の一部を改正する政令」について（PDF形式：126KB）,boekikanri/download/export/2015/20150728_310_ex.pdf,輸出,
2015年7月31日,「輸入公表三の７の(1)に基づく試験研究用の第一種特定化学物質等の輸入に関する確認について」の一部改正について（PDF形式：252KB）,boekikanri/download/import/2015/20150728_309_im.pdf,輸入,
2015年7月30日,コンゴ民主共和国に対する武器禁輸措置等に違反した者等に対する資産凍結等の措置の対象者の追加について(PDF形式：152KB),boekikanri/download/seisai/other/20150730_316_so.pdf,経済制裁,
2015年7月28日,外国為替令及び輸出貿易管理令の一部を改正する政令案が閣議決定されました（PDF形式：113KB）,boekikanri/download/export/2015/20150731_317_ex.pdf,輸出,
2015年6月22日,「ワシントン条約動植物及びその派生物の輸入の承認について」の一部改正について（PDF形式：133KB）,boekikanri/download/import/2015/20150622_286_im.pdf,輸入,
2015年6月18日,コートジボワールにおける和平等に対する脅威を構成する者等に対する資産凍結等の対象者の削除について（PDF形式：251KB）,boekikanri/download/seisai/other/20150618_283_so.pdf,経済制裁,
2015年6月18日,タリバーン関係者等に対する資産凍結等の措置の対象者の削除について（PDF形式：134KB）,boekikanri/download/seisai/other/20150618_282_so.pdf,経済制裁,
2015年5月26日,タリバーン関係者等及びテロリスト等に対する資産凍結等の措置の対象者の追加及び削除について（PDF形式：244KB）,boekikanri/download/seisai/other/20150526_156_so.pdf,経済制裁,
2015年5月18日,イエメン共和国における平和等を脅かす活動をした者等に対する資産凍結等の措置の対象者の追加について（PDF形式：272KB）,boekikanri/download/seisai/other/20150518_154_so.pdf,経済制裁,
2015年4月23日,タリバーン関係者等に対する資産凍結等の措置の対象者の追加及び削除について（PDF形式：168KB）,boekikanri/download/seisai/other/20150423_147_so.pdf,経済制裁,
2015年4月22日,改正概要（PDF形式：169KB）,boekikanri/download/exim/2015/20150422_136_ei.pdf,輸出入,
2015年3月31日,外国為替及び外国貿易法に基づく北朝鮮輸出入禁止措置を延長しました（PDF形式：200KB）,boekikanri/download/seisai/kitachosen/20150331_123_sn.pdf,経済制裁,
2015年3月27日,「輸入公表三の７の（３）に基づく経済産業大臣の輸入に関する確認について」の一部改正について（PDF形式：321KB）,boekikanri/download/import/2015/20150327_093_im.pdf,輸入,
2015年3月26日,タリバーン関係者等に対する資産凍結等の措置の対象者の追加及び削除について（PDF形式：184KB）,boekikanri/download/seisai/other/20150326_091_so.pdf,経済制裁,
2015年3月25日,「絶滅のおそれのある野生動植物等の輸出承認について」の一部改正について（PDF形式：98KB）,boekikanri/download/export/2015/20150325_081_ex.pdf,輸出,
2015年2月27日,「核燃料物質について講じられる防護措置の確認について（輸出）」の一部改正について（PDF形式：285KB）,boekikanri/download/exim/2015/20150227_040_ei.pdf,輸出入,
2015年2月27日,「めろを輸入する場合の確認について」の一部改正について（PDF形式：200KB）,boekikanri/download/import/2015/20150227_042_im.pdf,輸入,
2015年2月19日,ソマリアに対する武器禁輸措置等に違反した者等に対する資産凍結等の措置の対象者の削除について（PDF形式：274KB）,boekikanri/download/seisai/somalia/20150219_015_ss.pdf,経済制裁,
2015年2月19日,タリバーン関係者等に対する資産凍結等の措置の対象者の追加について（PDF形式：153KB）,boekikanri/download/seisai/other/20150219_014_so.pdf,経済制裁,
2015年1月22日,中央アフリカ共和国における平和等を損なう行為等に関与した者等に対する資産凍結等の措置の対象者の削除について（PDF形式：164KB）,boekikanri/download/seisai/other/20150122_004_so.pdf,経済制裁,
2015年1月22日,タリバーン関係者等に対する資産凍結等の措置の対象者の削除について（PDF形式：136KB）,boekikanri/download/seisai/other/20150122_003_so.pdf,経済制裁,
2014年12月19日,「輸入割当てを受けるべき貨物の品目、輸入の承認を受けるべき貨物の原産地又は船積地域その他貨物の輸入について必要な事項の公表」の一部改正について（PDF形式：92KB）,boekikanri/download/import/2014/20141219_361_im.pdf,輸入,
2014年12月17日,外国為替令第六条第一項の規定に基づき、外国為替及び外国貿易法第十六条第一項の規定に基づく経済産業大臣の許可を受けなければならない支払等の一部改正（PDF形式：61KB）,boekikanri/download/seisai/other/20141217_355_so.pdf,経済制裁,
2014年12月16日,イエメン共和国における平和等を脅かす活動に関与した者等に対する資産凍結等の措置について（PDF形式：292KB）,boekikanri/download/seisai/other/20141216_358_so.pdf,経済制裁,
2014年12月16日,タリバーン関係者等に対する資産凍結等の措置の対象者の追加及び削除について（PDF形式：165KB）,boekikanri/download/seisai/other/20141216_360_so.pdf,経済制裁,
2014年12月16日,（お知らせ）年末年始における申請受付窓口について（PDF形式：76KB）,boekikanri/download/misc/2014/20141216_352_zz.pdf,その他,
2014年12月9日,クリミア自治共和国及びセヴァストーポリ特別市のロシア連邦への「併合」又はウクライナ東部の不安定化に直接関与していると判断される者に対する資産凍結等の措置の対象者の追加について（PDF形式：289KB）,boekikanri/download/seisai/other/20141209_348_so.pdf,経済制裁,
2014年11月19日,「電子情報処理組織を使用して行う特定手続等の運用について」の一部改正について（PDF形式：223KB）,boekikanri/download/import/2014/20141203_343_im.pdf,輸入,
2014年11月11日,水産物の密漁・密輸出対策に関する日露協定の効力発生のための書簡の交換（外務省プレスリリース）,boekikanri/download/import/2014/20141111_330_im.pdf,輸入,
2014年10月31日,「輸出貿易管理令の運用について」の一部改正について（PDF形式：146KB）,boekikanri/download/export/2014/20141031_320_ex.pdf,輸出,
2014年10月31日,「化学物質の輸出の承認について」の一部改正について（PDF形式：127KB）,boekikanri/download/export/2014/20141031_321_ex.pdf,輸出,
2014年10月31日,「「国際貿易の対象となる特定の有害な化学物質及び駆除剤についての事前のかつ情報に基づく同意の手続に関するロッテルダム条約」及び「残留性有機汚染物質に関するストックホルム条約」の締約国について」の一部改正について（PDF形式：132KB）,boekikanri/download/export/2014/20141031_322_ex.pdf,輸出,
